time,I
0.0,127.793583984375
0.03333333333333333,127.93467447916667
0.06666666666666667,128.05255533854168
0.1,128.00735026041667
0.13333333333333333,127.89919921875
0.16666666666666666,127.64417317708333
0.2,127.54396158854166
0.23333333333333334,127.39807942708333
0.26666666666666666,127.52570963541666
0.3,127.432919921875
0.3333333333333333,127.55964192708333
0.36666666666666664,127.5189453125
0.4,127.66225911458334
0.43333333333333335,127.721650390625
0.4666666666666667,127.86729166666667
0.5,127.82769205729167
0.5333333333333333,128.01200520833333
0.5666666666666667,127.99332682291667
0.6,128.08891276041666
0.6333333333333333,127.99839192708333
0.6666666666666666,128.12984700520835
0.7,128.08620768229167
0.7333333333333333,128.229423828125
0.7666666666666667,128.19386393229166
0.8,128.269091796875
0.8333333333333334,128.14914388020833
0.8666666666666667,128.28248372395834
0.9,128.23802734375
0.9333333333333333,128.39945963541666
0.9666666666666667,128.0855859375
1.0,127.96608072916666
1.0333333333333334,127.86712239583333
1.0666666666666667,127.94107096354166
1.1,127.83519856770833
1.1333333333333333,127.90197265625
1.1666666666666667,127.83168619791667
1.2,127.81603515625
1.2333333333333334,127.72840494791667
1.2666666666666666,127.7899609375
1.3,127.71524088541666
1.3333333333333333,127.82384114583333
1.3666666666666667,127.6913671875
1.4,127.74399088541666
1.4333333333333333,127.51930989583333
1.4666666666666666,127.51190104166666
1.5,127.37637369791666
1.5333333333333334,127.43810546875
1.5666666666666667,127.37999348958333
1.6,127.52423177083334
1.6333333333333333,127.542802734375
1.6666666666666667,127.71708333333333
1.7,127.741845703125
1.7333333333333334,127.94947591145834
1.7666666666666666,127.937470703125
1.8,128.070107421875
1.8333333333333333,127.99866536458333
1.8666666666666667,128.08472005208333
1.9,127.98794270833334
1.9333333333333333,128.0753515625
1.9666666666666666,128.08296875
2.0,128.522822265625
2.033333333333333,128.53778645833333
2.066666666666667,128.67946614583335
2.1,128.63517578125
2.1333333333333333,128.84438151041667
2.1666666666666665,128.80284830729167
2.2,128.94399088541667
2.2333333333333334,128.85792643229166
2.2666666666666666,128.97019856770834
2.3,128.81826497395832
2.3333333333333335,128.882099609375
2.3666666666666667,128.74747395833333
2.4,128.77047200520835
2.433333333333333,128.69337239583334
2.466666666666667,128.78527994791668
2.5,128.66105143229166
2.533333333333333,128.76232747395832
2.566666666666667,128.627578125
2.6,128.7304296875
2.6333333333333333,128.62755533854167
2.6666666666666665,128.73968424479168
2.7,128.67013346354167
2.7333333333333334,128.763232421875
2.7666666666666666,128.64802408854166
2.8,128.64171875
2.8333333333333335,128.58187825520832
2.8666666666666667,128.69456705729166
2.9,128.58484375
2.933333333333333,128.63125651041668
2.966666666666667,128.54318359375
3.0,128.3762890625
3.033333333333333,128.12203125
3.066666666666667,128.207216796875
3.1,128.15445638020833
3.1333333333333333,128.23609049479165
3.1666666666666665,128.156923828125
3.2,128.16731770833334
3.2333333333333334,128.10575846354166
3.2666666666666666,128.19143229166667
3.3,128.05838216145833
3.3333333333333335,128.15970703125
3.3666666666666667,128.03206705729167
3.4,128.13455729166665
3.433333333333333,128.06234049479167
3.466666666666667,128.16275716145833
3.5,128.08876627604167
3.533333333333333,128.202919921875
3.566666666666667,128.07251627604165
3.6,128.16899088541666
3.6333333333333333,128.10288411458333
3.6666666666666665,128.20409830729167
3.7,128.10435221354166
3.7333333333333334,128.18144205729166
3.7666666666666666,128.092177734375
3.8,128.19955078125
3.8333333333333335,128.10597981770835
3.8666666666666667,128.17519205729167
3.9,128.06372721354165
3.933333333333333,128.13066080729166
3.966666666666667,128.11484700520833
4.0,128.49476888020834
4.033333333333333,128.46192708333334
4.066666666666666,128.58939453125
4.1,128.48814778645834
4.133333333333334,128.58720052083333
4.166666666666667,128.46520833333332
4.2,128.55331705729168
4.233333333333333,128.41523763020834
4.266666666666667,128.49702473958334
4.3,128.36927408854166
4.333333333333333,128.44246744791667
4.366666666666666,128.3544140625
4.4,128.36038736979165
4.433333333333334,128.27287760416667
4.466666666666667,128.34358723958334
4.5,128.24517578125
4.533333333333333,128.32465169270833
4.566666666666666,128.24107421875
4.6,128.33667643229165
4.633333333333334,128.215703125
4.666666666666667,128.33615559895833
4.7,128.22140625
4.733333333333333,128.33857747395834
4.766666666666667,128.26829427083334
4.8,128.32109375
4.833333333333333,128.26207682291667
4.866666666666666,128.350361328125
4.9,128.25844401041667
4.933333333333334,128.36724283854167
4.966666666666667,128.29584635416666
5.0,128.13304361979166
5.033333333333333,127.86160807291667
5.066666666666666,127.95965169270833
5.1,127.824501953125
5.133333333333334,127.889921875
5.166666666666667,127.79452799479166
5.2,127.907373046875
5.233333333333333,127.80960286458334
5.266666666666667,127.91962565104167
5.3,127.83163411458334
5.333333333333333,127.94082356770834
5.366666666666666,127.87671549479167
5.4,127.99426432291666
5.433333333333334,127.851015625
5.466666666666667,127.895478515625
5.5,127.75935546875
5.533333333333333,127.86564778645834
5.566666666666666,127.75830729166667
5.6,127.66514973958333
5.633333333333334,127.52495768229167
5.666666666666667,127.436474609375
5.7,127.10261067708333
5.733333333333333,126.87930013020834
5.766666666666667,126.66786458333333
5.8,126.68513997395833
5.833333333333333,126.57947591145833
5.866666666666666,126.744892578125
5.9,126.80261067708334
5.933333333333334,127.10744466145833
5.966666666666667,127.31361328125
6.0,127.87294596354167
6.033333333333333,127.82404947916666
6.066666666666666,127.77695638020833
6.1,127.47292643229167
6.133333333333334,127.14109700520834
6.166666666666667,126.59456380208333
6.2,126.16493489583333
6.233333333333333,125.56560546875
6.266666666666667,125.15174153645833
6.3,124.64795572916667
6.333333333333333,124.43715169270833
6.366666666666666,124.212197265625
6.4,124.22266276041667
6.433333333333334,124.29907877604167
6.466666666666667,124.57023763020834
6.5,124.702392578125
6.533333333333333,124.97925455729167
6.566666666666666,125.02599283854167
6.6,125.14355794270833
6.633333333333334,124.96594401041666
6.666666666666667,124.96328450520834
6.7,124.689140625
6.733333333333333,124.559453125
6.766666666666667,124.26823893229167
6.8,124.084404296875
6.833333333333333,123.90396158854166
6.866666666666666,123.93837890625
6.9,123.76212890625
6.933333333333334,123.79751953125
6.966666666666667,123.58727213541667
7.0,123.15451171875
7.033333333333333,122.57175455729167
7.066666666666666,122.148974609375
7.1,121.60152669270833
7.133333333333334,121.38891276041667
7.166666666666667,121.41167317708333
7.2,122.15070963541666
7.233333333333333,125.51868815104167
7.266666666666667,128.50963216145834
7.3,132.42981119791668
7.333333333333333,137.27567057291665
7.366666666666666,142.47897135416667
7.4,147.74992838541667
7.433333333333334,145.36733072916667
7.466666666666667,145.41685872395834
7.5,147.18520833333332
7.533333333333333,148.50287434895833
7.566666666666666,145.94501302083333
7.6,147.00040690104166
7.633333333333334,145.63328776041666
7.666666666666667,145.57548502604166
7.7,144.21830729166666
7.733333333333333,141.80830078125
7.766666666666667,142.18812174479166
7.8,139.821337890625
7.833333333333333,139.38625651041667
7.866666666666666,137.91730143229168
7.9,136.83026041666668
7.933333333333334,135.32404622395833
7.966666666666667,133.14573567708334
8.0,131.537626953125
8.033333333333333,130.80101236979166
8.066666666666666,128.3461328125
8.1,126.582021484375
8.133333333333333,126.89950846354166
8.166666666666666,124.37049479166667
8.2,124.99954752604167
8.233333333333333,125.7958203125
8.266666666666667,127.13760416666666
8.3,128.6153515625
8.333333333333334,130.55312825520832
8.366666666666667,132.27819010416667
8.4,133.94668619791668
8.433333333333334,128.32955078125
8.466666666666667,128.75373372395833
8.5,126.89728841145833
8.533333333333333,123.33609700520833
8.566666666666666,122.57777018229167
8.6,121.62125651041667
8.633333333333333,120.07367838541667
8.666666666666666,118.68561197916667
8.7,117.37421549479167
8.733333333333333,116.701884765625
8.766666666666667,116.3469140625
8.8,116.53526041666667
8.833333333333334,116.79625
8.866666666666667,117.20794596354166
8.9,117.23919921875
8.933333333333334,117.41431966145834
8.966666666666667,117.3332421875
9.0,117.40598307291667
9.033333333333333,117.338525390625
9.066666666666666,117.57959309895833
9.1,117.58381184895833
9.133333333333333,117.706591796875
9.166666666666666,117.47340169270834
9.2,117.214765625
9.233333333333333,116.68371744791666
9.266666666666667,116.66437825520833
9.3,116.60046875
9.333333333333334,116.82455729166666
9.366666666666667,116.78540364583333
9.4,116.98052408854167
9.433333333333334,117.02799153645833
9.466666666666667,117.24483723958333
9.5,117.18732421875
9.533333333333333,117.29339518229166
9.566666666666666,117.16406575520833
9.6,117.06197591145833
9.633333333333333,116.878232421875
9.666666666666666,116.85443033854166
9.7,116.59318684895834
9.733333333333333,116.451953125
9.766666666666667,116.17126953125
9.8,116.095478515625
9.833333333333334,115.87917317708333
9.866666666666667,115.910830078125
9.9,115.789150390625
9.933333333333334,115.93643229166666
9.966666666666667,115.87826497395834
10.0,116.061728515625
10.033333333333333,115.95502604166667
10.066666666666666,116.028046875
10.1,115.92517578125
10.133333333333333,115.99550130208333
10.166666666666666,115.9033984375
10.2,116.01301106770833
10.233333333333333,115.909873046875
10.266666666666667,115.97312174479167
10.3,115.81544921875
10.333333333333334,115.87475911458333
10.366666666666667,115.71890625
10.4,115.71058919270833
10.433333333333334,115.635849609375
10.466666666666667,115.7481640625
10.5,115.66621744791667
10.533333333333333,115.755341796875
10.566666666666666,115.649189453125
10.6,115.76943033854167
10.633333333333333,115.67241861979167
10.666666666666666,115.79355143229166
10.7,115.70892903645833
10.733333333333333,115.81725260416667
10.766666666666667,115.72573893229166
10.8,115.78639973958333
10.833333333333334,115.72392578125
10.866666666666667,115.84835611979166
10.9,115.777255859375
10.933333333333334,115.92722330729167
10.966666666666667,115.80990885416666
11.0,115.86569661458333
11.033333333333333,115.78694661458333
11.066666666666666,116.11811197916667
11.1,116.01008138020833
11.133333333333333,116.07140299479167
11.166666666666666,115.93642252604167
11.2,115.87926106770833
11.233333333333333,115.63905924479167
11.266666666666667,115.67986328125
11.3,115.623076171875
11.333333333333334,115.60502278645833
11.366666666666667,115.43657552083333
11.4,115.44321940104167
11.433333333333334,115.20790690104167
11.466666666666667,115.10918619791667
11.5,114.746171875
11.533333333333333,114.613818359375
11.566666666666666,114.35303059895833
11.6,119.18552083333333
11.633333333333333,119.09247721354167
11.666666666666666,119.18452799479167
11.7,119.08779622395834
11.733333333333333,119.22717122395834
11.766666666666667,119.184169921875
11.8,119.36794596354167
11.833333333333334,119.34017903645834
11.866666666666667,119.483828125
11.9,119.44051106770833
11.933333333333334,119.48877604166667
11.966666666666667,119.43589192708333
12.0,119.658603515625
12.033333333333333,119.561220703125
12.066666666666666,119.71036458333333
12.1,119.64782552083334
12.133333333333333,119.76802734375
12.166666666666666,119.70508138020833
12.2,119.88357096354167
12.233333333333333,119.84847981770834
12.266666666666667,119.98880859375
12.3,119.90578125
12.333333333333334,120.00291341145834
12.366666666666667,119.934892578125
12.4,120.00385416666667
12.433333333333334,119.95383463541667
12.466666666666667,120.08537434895834
12.5,119.99332682291667
12.533333333333333,120.10308268229167
12.566666666666666,120.03065104166667
12.6,120.1291015625
12.633333333333333,120.02223958333333
12.666666666666666,120.100419921875
12.7,119.98590169270834
12.733333333333333,120.07786783854166
12.766666666666667,119.97212565104167
12.8,120.04905924479166
12.833333333333334,119.95925455729167
12.866666666666667,120.05764322916667
12.9,119.93519856770833
12.933333333333334,120.02328776041666
12.966666666666667,119.92443033854167
13.0,119.94967122395833
13.033333333333333,119.82368815104167
13.066666666666666,119.87070963541667
13.1,119.74523763020834
13.133333333333333,119.805673828125
13.166666666666666,119.7087890625
13.2,119.72004557291666
13.233333333333333,119.64002604166667
13.266666666666667,119.773173828125
13.3,119.65603515625
13.333333333333334,119.75664713541667
13.366666666666667,119.60999674479167
13.4,119.67009114583334
13.433333333333334,119.54314127604167
13.466666666666667,119.64594075520833
13.5,119.53155598958334
13.533333333333333,119.619443359375
13.566666666666666,119.52783203125
13.6,119.60657552083333
13.633333333333333,119.58266276041667
13.666666666666666,119.73685872395833
13.7,119.64951822916667
13.733333333333333,119.775693359375
13.766666666666667,119.6419921875
13.8,119.70039388020834
13.833333333333334,119.54716796875
13.866666666666667,119.59372721354167
13.9,119.49483072916667
13.933333333333334,119.5971875
13.966666666666667,119.51781901041667
14.0,119.7612109375
14.033333333333333,119.69107747395833
14.066666666666666,119.8189453125
14.1,119.732587890625
14.133333333333333,119.789453125
14.166666666666666,119.635263671875
14.2,119.69643880208334
14.233333333333333,119.57156901041667
14.266666666666667,119.624384765625
14.3,119.50144856770834
14.333333333333334,119.58793294270833
14.366666666666667,119.47006510416666
14.4,119.540537109375
14.433333333333334,119.434140625
14.466666666666667,119.54264973958334
14.5,119.44863606770834
14.533333333333333,119.56223958333334
14.566666666666666,119.49028645833333
14.6,119.61084635416667
14.633333333333333,119.4885546875
14.666666666666666,119.50901041666667
14.7,119.39861002604167
14.733333333333333,119.51528971354166
14.766666666666667,119.46700520833333
14.8,119.55908854166667
14.833333333333334,119.54204427083333
14.866666666666667,119.74767903645834
14.9,119.75919921875
